id,pid,ms_subclass,ms_zoning,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice
983,923275040,85,RL,9101,3,Corner,Mitchel,SFoyer,5,6,1978,1978,Plywood,Plywood,BrkFace,104.0,3,PConc,1097.0,0.0,0.0,1097.0,5,1110,0,0,1110,1.0,0.0,1,0,1,1,5,4,1,2.0,602.0,303,30,0,0,0,0,0,7,2009,165500
1325,902406090,50,RM,12150,4,Inside,OldTown,1.5Fin,5,5,1954,1954,MetalSd,MetalSd,BrkFace,335.0,3,BrkTil,0.0,0.0,1050.0,1050.0,5,1050,745,0,1795,0.0,0.0,2,0,4,1,4,7,0,1.0,352.0,0,0,0,0,0,0,0,11,2008,131500
1378,905102170,20,RL,11200,4,Inside,Sawyer,1Story,5,5,1965,1965,HdBoard,HdBoard,None,0.0,3,CBlock,906.0,0.0,134.0,1040.0,5,1040,0,0,1040,1.0,0.0,1,0,3,1,4,5,0,1.0,384.0,0,0,0,0,0,0,0,2,2008,129500
1537,909281110,70,RL,9670,3,Inside,Crawfor,2Story,8,6,1935,1950,BrkFace,Stucco,Stone,40.0,3,PConc,210.0,0.0,398.0,608.0,3,983,890,0,1873,0.0,0.0,1,1,4,1,4,9,2,2.0,786.0,0,0,207,0,0,0,0,6,2008,257076
905,909101140,50,RL,10998,4,Inside,Edwards,1.5Fin,5,5,1941,1960,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,408.0,420.0,156.0,984.0,5,984,620,0,1604,0.0,0.0,2,0,3,1,4,6,0,2.0,660.0,0,68,0,0,0,0,0,7,2009,117000
1532,909275050,70,RL,7200,4,Inside,Crawfor,2Story,7,6,1931,2000,Stucco,Wd Shng,None,0.0,3,BrkTil,0.0,0.0,776.0,776.0,3,851,651,0,1502,0.0,0.0,1,1,3,1,4,6,1,1.0,270.0,0,0,112,0,0,0,0,2,2008,149000
132,534475100,20,RL,9920,4,Inside,NAmes,1Story,5,5,1954,1954,HdBoard,HdBoard,Stone,110.0,3,CBlock,354.0,290.0,412.0,1056.0,3,1063,0,0,1063,1.0,0.0,1,0,3,1,4,6,0,1.0,280.0,0,0,164,0,0,0,0,2,2010,128000
1078,528188090,160,RL,2448,4,Inside,NridgHt,2Story,7,5,2003,2004,VinylSd,Wd Shng,Stone,106.0,4,PConc,0.0,0.0,764.0,764.0,5,764,862,0,1626,0.0,0.0,2,1,2,1,5,6,0,2.0,474.0,0,27,0,0,0,0,0,10,2008,155000
2511,533221080,160,FV,2998,4,Inside,Somerst,2Story,6,5,2000,2000,MetalSd,MetalSd,BrkFace,513.0,4,PConc,353.0,0.0,403.0,756.0,5,768,756,0,1524,0.0,0.0,2,1,2,1,5,4,0,2.0,440.0,0,32,0,0,0,0,0,6,2006,166000
912,909250220,50,RL,7804,4,Inside,SWISU,1.5Fin,4,3,1928,1950,WdShing,Plywood,None,0.0,3,BrkTil,622.0,0.0,500.0,1122.0,3,1328,653,0,1981,1.0,0.0,2,0,4,1,5,7,2,2.0,576.0,431,44,0,0,0,0,0,12,2009,135000
2351,527356020,60,RL,16692,3,Inside,NWAmes,2Story,7,5,1978,1978,Plywood,Plywood,BrkFace,184.0,3,CBlock,790.0,469.0,133.0,1392.0,3,1392,1392,0,2784,1.0,0.0,3,1,5,1,5,12,2,2.0,564.0,0,112,0,0,440,519,2000,7,2006,250000
330,923226250,160,RM,1476,4,Inside,MeadowV,2Story,4,7,1970,1970,CemntBd,CmentBd,None,0.0,3,CBlock,176.0,0.0,370.0,546.0,5,546,546,0,1092,0.0,0.0,1,1,3,1,4,5,0,0.0,0.0,200,26,0,0,0,0,0,3,2010,76000
2586,535305120,20,RL,10170,4,Corner,NAmes,1Story,6,6,1951,1951,Wd Sdng,Wd Sdng,BrkFace,522.0,3,CBlock,0.0,0.0,216.0,216.0,3,1575,0,0,1575,0.0,0.0,1,1,2,1,5,5,1,2.0,400.0,0,0,0,0,0,0,0,6,2006,155000
224,905106140,60,RL,9364,4,Corner,Sawyer,2Story,6,7,1969,1969,HdBoard,HdBoard,Stone,143.0,3,CBlock,371.0,0.0,292.0,663.0,3,663,689,0,1352,0.0,0.0,1,1,4,1,4,7,0,1.0,299.0,379,36,0,0,0,0,0,3,2010,158000
98,533212020,160,FV,2544,4,Inside,Somerst,2Story,7,5,2004,2005,MetalSd,MetalSd,None,0.0,4,PConc,368.0,42.0,190.0,600.0,5,600,600,0,1200,1.0,0.0,2,1,2,1,5,4,0,2.0,480.0,0,172,0,0,0,0,0,2,2010,149500
2565,534479300,20,RL,9888,4,Inside,NAmes,1Story,5,6,1954,1975,MetalSd,MetalSd,None,0.0,3,CBlock,486.0,0.0,450.0,936.0,3,936,0,0,936,0.0,0.0,1,0,2,1,4,5,0,1.0,240.0,0,0,160,0,0,0,0,3,2006,121000
1934,535304170,20,RL,7942,4,Inside,NAmes,1Story,6,7,1953,1953,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,85.0,955.0,0.0,1040.0,3,1040,0,0,1040,0.0,1.0,1,0,3,1,4,6,0,1.0,293.0,0,0,0,0,0,0,0,6,2007,136000
997,527107010,60,RL,15038,2,Corner,Gilbert,2Story,6,5,1996,1996,HdBoard,HdBoard,None,0.0,3,PConc,138.0,0.0,778.0,916.0,4,916,720,0,1636,0.0,0.0,2,1,3,1,4,7,1,2.0,386.0,168,84,0,0,0,0,0,11,2008,173000
64,528382020,60,RL,11764,3,CulDSac,NoRidge,2Story,8,7,1999,2007,VinylSd,VinylSd,BrkFace,348.0,4,PConc,524.0,0.0,628.0,1152.0,5,1164,1106,0,2270,0.0,0.0,2,1,4,1,5,9,1,3.0,671.0,132,57,0,0,0,0,0,4,2010,290000
1799,528458130,60,FV,9000,4,Inside,Somerst,2Story,8,5,2007,2007,CemntBd,CmentBd,None,0.0,4,PConc,64.0,0.0,1120.0,1184.0,5,1184,1426,0,2610,0.0,0.0,2,1,4,1,6,11,1,2.0,550.0,208,364,0,0,0,0,0,8,2007,303477
230,905109170,20,RL,20062,3,Inside,ClearCr,1Story,7,7,1977,2001,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,1092.0,0.0,328.0,1420.0,4,1483,0,0,1483,1.0,0.0,1,1,1,1,4,4,2,2.0,690.0,496,0,0,0,0,0,0,4,2010,270000
1295,902109160,50,RM,7308,4,Corner,OldTown,1.5Fin,5,5,1920,1950,WdShing,Wd Shng,None,0.0,2,BrkTil,360.0,0.0,576.0,936.0,4,960,780,0,1740,0.0,0.0,1,0,2,1,6,6,1,1.0,225.0,0,0,236,0,0,0,0,6,2008,122250
638,535178120,20,RL,8750,4,Inside,NAmes,1Story,5,5,1955,1955,AsbShng,AsbShng,None,0.0,3,CBlock,172.0,483.0,727.0,1382.0,4,1382,0,0,1382,0.0,1.0,1,0,3,1,5,6,0,1.0,350.0,280,0,0,0,0,0,0,7,2009,153000
2278,923202134,20,RL,8402,4,Inside,Mitchel,1Story,5,5,2007,2007,VinylSd,VinylSd,None,0.0,3,PConc,206.0,0.0,914.0,1120.0,5,1120,0,0,1120,0.0,0.0,1,0,3,1,4,6,0,0.0,0.0,0,30,0,0,0,0,0,12,2007,147000
2202,909252150,70,RL,4000,4,Inside,Crawfor,2Story,7,8,1930,1995,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,246.0,0.0,285.0,531.0,3,567,531,0,1098,1.0,0.0,1,0,2,1,4,5,1,1.0,216.0,0,0,0,0,0,0,0,6,2007,148500
2833,908188150,160,RM,3363,4,Inside,Edwards,2Story,7,5,2004,2004,VinylSd,VinylSd,Stone,117.0,4,PConc,0.0,0.0,976.0,976.0,5,976,732,0,1708,0.0,0.0,2,0,3,1,5,7,0,2.0,380.0,0,40,0,0,0,0,0,4,2006,130000
1707,528150040,20,RL,13615,3,Corner,NridgHt,1Story,9,5,2006,2006,MetalSd,MetalSd,Stone,510.0,5,PConc,0.0,0.0,1802.0,1802.0,5,1802,0,0,1802,0.0,0.0,2,1,3,1,6,7,1,3.0,843.0,158,105,0,0,0,0,0,6,2007,372000
2428,528228565,120,RL,3013,4,Inside,Blmngtn,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,145.0,4,PConc,16.0,0.0,1346.0,1362.0,5,1506,0,0,1506,0.0,0.0,2,0,2,1,5,6,1,2.0,440.0,142,20,0,0,0,0,0,4,2006,213490
242,905453080,20,RL,17485,2,Inside,Edwards,1Story,7,5,2009,2010,VinylSd,VinylSd,Stone,96.0,4,PConc,1346.0,0.0,162.0,1508.0,5,1508,0,0,1508,1.0,0.0,1,0,1,1,5,5,2,2.0,572.0,0,0,0,0,0,0,0,1,2010,308030
1564,914453045,20,RL,23730,2,Inside,Mitchel,1Story,7,5,1996,1997,MetalSd,MetalSd,BrkFace,668.0,4,PConc,700.0,0.0,1140.0,1840.0,5,2032,0,0,2032,1.0,0.0,3,0,3,1,5,7,0,3.0,786.0,0,46,192,0,0,0,0,9,2008,300000
2613,535403150,20,RL,8910,4,Corner,NAmes,1Story,6,6,1959,1959,BrkFace,BrkFace,None,0.0,3,CBlock,655.0,0.0,0.0,655.0,5,1194,0,0,1194,0.0,1.0,1,0,3,1,4,6,1,2.0,539.0,0,0,192,0,0,0,0,7,2006,159500
2832,908188140,160,RM,2522,4,Inside,Edwards,2Story,7,5,2004,2004,VinylSd,VinylSd,Stone,50.0,4,PConc,0.0,0.0,970.0,970.0,5,970,739,0,1709,0.0,0.0,2,0,3,1,5,7,0,2.0,380.0,0,40,0,0,0,0,0,4,2006,137500
2459,528439030,20,RL,8688,4,Inside,Somerst,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,228.0,4,PConc,0.0,0.0,1616.0,1616.0,5,1616,0,0,1616,0.0,0.0,2,0,3,1,5,7,0,3.0,834.0,208,59,0,0,0,0,0,4,2006,232000
1360,903452025,30,RM,6291,3,Inside,IDOTRR,1Story,6,6,1930,1950,Stucco,Wd Shng,None,0.0,4,BrkTil,0.0,0.0,768.0,768.0,3,768,0,0,768,0.0,0.0,1,0,1,1,4,4,0,2.0,440.0,0,0,84,0,0,0,0,7,2008,93850
2723,905200380,30,RL,17529,4,Inside,Sawyer,1Story,5,5,1924,1950,BrkFace,Wd Sdng,Stone,65.0,3,BrkTil,0.0,0.0,872.0,872.0,2,872,0,0,872,0.0,0.0,1,0,2,1,3,5,1,1.0,322.0,0,0,116,0,0,0,0,4,2006,105000
1350,903235100,30,RM,6324,3,Inside,BrkSide,1Story,4,6,1927,1950,MetalSd,MetalSd,None,0.0,3,BrkTil,0.0,0.0,520.0,520.0,2,520,0,0,520,0.0,0.0,1,0,1,1,3,4,0,1.0,240.0,49,0,87,0,0,0,0,5,2008,68500
136,535106190,90,RL,11600,4,Corner,NAmes,2Story,5,5,1960,1960,MetalSd,MetalSd,BrkFace,361.0,3,CBlock,443.0,0.0,662.0,1105.0,3,1105,1169,0,2274,0.0,0.0,2,0,5,2,4,12,0,2.0,480.0,0,0,0,0,0,0,0,1,2010,154300
2235,910201050,50,RM,7288,4,Inside,IDOTRR,1.5Fin,5,7,1925,2003,VinylSd,VinylSd,None,0.0,4,BrkTil,0.0,0.0,936.0,936.0,5,936,665,0,1601,0.0,0.0,2,0,3,1,4,6,0,0.0,0.0,0,0,0,176,0,0,0,9,2007,129850
1993,902301130,70,RM,4571,4,Inside,OldTown,2Story,5,7,1910,1950,MetalSd,MetalSd,None,0.0,3,BrkTil,168.0,0.0,448.0,616.0,5,616,616,0,1232,0.0,0.0,1,0,3,1,4,6,0,2.0,480.0,280,0,143,0,0,0,0,6,2007,114000
1309,902300215,50,RM,12665,3,Inside,OldTown,1.5Fin,5,8,1915,1950,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,0.0,0.0,876.0,876.0,4,876,540,0,1416,0.0,0.0,1,1,4,1,4,7,1,3.0,720.0,418,0,194,0,0,0,0,6,2008,153900
402,527425110,20,RL,9000,4,FR2,NAmes,1Story,4,7,1971,2006,VinylSd,VinylSd,None,0.0,3,CBlock,240.0,0.0,624.0,864.0,4,864,0,0,864,0.0,0.0,1,0,3,1,4,5,0,2.0,576.0,200,0,0,0,0,0,0,7,2009,130000
1592,923203140,120,RM,4500,4,FR2,Mitchel,1Story,6,5,1997,1997,VinylSd,VinylSd,BrkFace,197.0,3,PConc,864.0,0.0,325.0,1189.0,5,1189,0,0,1189,1.0,0.0,2,0,2,1,4,4,0,2.0,392.0,0,122,0,0,0,0,0,4,2008,160500
2409,528186110,120,RL,6373,4,Inside,NridgHt,1Story,9,5,2006,2006,MetalSd,MetalSd,BrkFace,572.0,5,PConc,415.0,0.0,1251.0,1666.0,5,1666,0,0,1666,1.0,0.0,2,0,2,1,5,6,1,2.0,575.0,228,75,0,0,0,0,0,6,2006,310090
1940,535327200,20,RL,13300,4,Inside,NAmes,1Story,5,7,1956,2000,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,377.0,0.0,551.0,928.0,3,928,0,0,928,0.0,0.0,1,0,2,1,4,4,0,1.0,252.0,261,0,156,0,0,0,0,6,2007,132000
588,534129370,20,RL,9600,4,Inside,NWAmes,1Story,5,5,1969,1969,HdBoard,HdBoard,BrkFace,128.0,3,CBlock,553.0,147.0,588.0,1288.0,3,1336,0,0,1336,0.0,1.0,2,0,3,1,4,6,1,2.0,502.0,312,11,0,0,0,0,650,8,2009,163000
96,533210060,160,FV,3215,4,Inside,Somerst,2Story,7,5,2004,2004,MetalSd,MetalSd,BrkFace,120.0,4,PConc,280.0,0.0,320.0,600.0,5,600,600,0,1200,0.0,0.0,2,1,2,1,5,4,0,2.0,480.0,0,172,0,0,0,0,0,4,2010,155000
1187,534127210,80,RL,11104,3,Inside,NWAmes,SLvl,6,6,1969,1969,MetalSd,MetalSd,None,0.0,3,CBlock,828.0,0.0,599.0,1427.0,4,1427,0,0,1427,0.0,1.0,2,0,4,1,4,7,0,2.0,516.0,0,0,0,0,216,0,0,5,2008,183000
2154,907280090,60,RL,15295,1,Corner,CollgCr,2Story,7,5,1996,2002,VinylSd,VinylSd,BrkFace,254.0,4,PConc,762.0,0.0,98.0,860.0,5,1212,780,0,1992,1.0,0.0,2,1,3,1,5,7,2,2.0,608.0,225,32,0,0,0,0,0,6,2007,211000
550,531452260,60,RL,9109,4,Inside,SawyerW,2Story,7,5,1994,1994,VinylSd,VinylSd,None,0.0,4,PConc,36.0,596.0,122.0,754.0,5,754,786,0,1540,1.0,0.0,2,1,3,1,5,6,0,2.0,495.0,140,32,0,0,0,0,0,10,2009,184000
811,906226100,90,RL,7018,4,Inside,SawyerW,1Story,5,5,1979,1979,HdBoard,HdBoard,None,0.0,3,Slab,0.0,0.0,0.0,0.0,3,1535,0,0,1535,0.0,0.0,2,0,4,2,4,8,0,2.0,400.0,0,0,0,0,0,0,0,6,2009,118858
