Id,SalePrice
1717,179459.10615825164
2303,137324.91819575068
116,171443.42451269683
127,136283.6042019874
1371,135864.7079178194
1014,155250.1954661044
1507,114403.69255320531
702,129481.95541040509
750,138687.98889240576
261,150037.25010836052
1559,89008.66769515163
577,194126.75101055184
2812,197336.5827911892
2080,135986.09138217798
1368,113368.45373094389
2376,129886.47568511887
659,116017.96560444888
1235,132976.04848985432
332,77949.20705748495
1917,141743.7975715988
2094,247713.0923843978
1460,234213.21504598658
1471,212667.42794490268
1509,124610.09366238037
1922,137600.19001503132
433,429277.50811609946
460,245104.37341317354
1116,249226.86672821458
1137,177168.31672073685
53,173290.8996619386
2354,263424.70818440546
1475,187669.91749294123
1761,525361.1696925305
842,148663.74268066903
2739,150975.32237480232
2509,165013.93027414547
1007,193205.1797249301
2610,171426.19725305543
1952,90180.98631960452
2719,144322.81892675953
2921,85343.52128297134
1966,140122.4287375886
292,117571.1872493085
1204,187369.77189212973
1829,257813.74776473668
2419,186169.66065647453
391,154218.49229242114
798,106742.95745942583
481,203149.23703383363
193,169617.82911341978
555,127436.1079923544
899,74254.94476855148
2357,179243.2155585929
328,114091.35292779595
1356,131957.31167225316
1154,104817.15638418081
1730,182804.53094874963
2249,159428.33729354723
1119,280606.99345421547
2856,137341.09638023932
1394,131934.29526481632
2587,124483.06063253932
61,296319.3348469907
2661,171714.42897598696
2711,124482.91505698563
1147,176773.62463067877
757,114745.27554594284
2623,103052.46558863315
2378,138517.7844147327
1413,132205.1854246546
1722,220503.15444468858
1112,253177.349623916
1623,187107.13176601304
1201,175210.82628413907
1513,105057.01737614669
957,364727.14706734224
1171,240505.6963212013
1145,180327.3212201118
2726,236603.85237499053
703,145329.30059583168
760,88672.47578193161
1964,157436.105965599
2512,182399.84687512688
159,123605.31586953907
1281,158275.3325575338
468,178445.83324738202
290,133387.59518177187
665,104648.62430345581
1463,246886.14568468375
1792,232657.46854216984
923,139721.74462576688
500,248349.86991095782
1408,156269.97081451397
331,82440.4485508767
170,111852.53926391578
2192,95685.49673002766
2571,231167.14379621565
2314,177319.7568750784
2647,97580.80899358091
422,432423.87513593363
2457,303970.4713941951
1838,186441.30329511096
2805,241160.59771477195
1645,153475.60504579864
1711,310601.89598894335
2825,201204.9676858761
322,284745.2098862694
2103,234466.75623911584
342,124644.71463080298
600,130677.39363474608
488,180626.28627407612
1725,265526.67044179305
2246,235603.8172694685
2847,149368.78096357782
806,217930.47109141032
530,243562.294774721
963,185724.6165677627
2678,105647.69599434649
171,99771.6834859023
2401,412865.6223323928
805,216887.80174474965
2259,205688.83039598452
1748,208634.37460822097
1361,127995.12775074442
1677,105253.99990105772
1406,134140.44223336468
2322,236800.91890840573
688,140897.52740450538
143,129572.62998983785
804,209601.1868987868
1214,152174.6523860069
2828,131688.16174327387
1999,125755.13662012413
2467,206365.69370490368
2665,147277.7328531715
1538,366358.55089599086
398,123231.76981316064
2822,117284.83358968659
2157,147471.21752902577
1856,180349.45191190255
1269,111615.87284455194
2570,111184.48824380187
2320,236311.29081828645
1517,149502.77755916075
2304,121505.384555018
1312,110301.08413710816
2012,134716.6245835653
506,252319.64656311652
2865,208897.45957810982
2367,98441.15968318978
554,107697.72788811562
238,117041.17934183462
1954,126289.40218660195
2488,141583.62745603066
2291,82353.46350883134
1969,121810.93280048517
2725,161496.29558116745
1482,153890.16346824754
2763,192918.98450040832
503,251652.40417772258
1584,255792.64934479527
1531,130458.4633384668
2210,169476.7894951714
459,283268.66335466335
556,133894.78326662813
1347,111588.17298454228
1290,87363.25451643883
1388,95152.04764452674
1571,292889.48795527534
2754,186754.969570275
765,129450.67115389793
2494,125781.0549189005
2870,232775.58348478744
7,223109.59020381304
1114,264904.93602522835
2418,262815.1981580362
291,139779.63785232138
18,278564.2786439817
39,326817.95234678994
1001,229007.3625045651
2442,213761.1306389331
616,109199.9172549641
2680,87422.1052781936
1414,119364.04669780558
289,132659.5103037662
40,253359.11811530913
860,126042.81583853696
409,143763.4220083607
673,134789.71034028812
2427,174585.96568473088
2036,200878.76724506292
2564,133983.93271586864
642,135261.30851715588
1008,172357.816638662
1908,139839.81428479566
2519,216270.5613152544
1369,108522.04947306805
2855,156406.37318871406
712,105378.15289217117
1943,118450.3557506495
1958,132616.78760141015
107,182449.0014341412
2295,207419.35282442672
704,99851.90006422315
676,131188.83296465044
259,181986.3481172515
93,296051.0766197768
106,249111.74712346628
2315,176798.38041672154
1050,118226.7699529822
1095,219304.67647829227
2709,142888.38867453122
758,134894.03965574538
1496,147899.93800676768
2370,114293.09169519562
2458,276309.1476708138
2733,116807.98963229066
161,246220.5775447793
726,158871.10796071656
845,194410.7673234553
947,244466.03030826195
2232,120074.00125560557
2563,157964.78973622716
2299,122797.66456209583
211,105187.27766318285
605,150324.76394316123
1478,204757.8935535046
2247,232832.8781049732
2274,203036.25674237355
2869,214728.38968650752
967,207679.9703278251
2656,119042.84581626042
667,183403.05932056438
1042,105235.70733440234
2023,153885.39509481488
2447,347662.2378757241
2055,129527.81131796839
2275,270283.82023272756
2204,175341.28015721877
1563,225526.73811606003
483,215496.0530350633
796,113981.05182074438
1526,169617.42762461197
2042,128861.598855011
442,319168.0359492973
1693,332593.40918837715
1468,221887.35057652788
1430,200370.44853814694
2605,120723.2574851175
1529,225988.43589520606
335,152268.15259718668
1287,135639.00540988988
31,91351.06096572931
1785,268067.51533142617
82,163308.417521786
2620,125400.66322629573
252,196206.48214260046
721,52577.51082200216
2165,179657.4168311424
2316,183708.5074828716
775,128333.75934480042
1558,77800.74225704736
17,242914.62462214625
1022,199490.4930344196
925,129269.20039415141
438,265316.62775362126
1270,139456.36236867908
1272,130030.67406837191
215,137075.40278180098
266,239025.35878000737
2402,288143.3825782077
1250,126085.39893130431
1984,99124.62672429006
1279,134542.67520897556
377,228591.6412433127
1252,115615.1672699147
2156,251545.24244642764
499,315494.2433995682
1374,141623.29806336574
2898,246768.60166807848
401,116137.8858887993
2721,153096.55372833426
2078,216717.39185473573
2589,139203.46039929366
1946,186834.9713444227
1334,127065.02867858773
2781,225289.94386747922
431,379841.25524684455
576,200893.0297618456
1474,213161.16566722965
2254,152871.0897812161
2155,273727.94344015734
885,103443.13230049379
643,149957.84445234187
1944,132816.3448105772
480,194370.4737165073
2845,97541.92203335492
2387,336353.4964031625
2407,204971.7829458106
2527,167087.87135827658
2514,162585.77825943497
629,155130.28931247248
80,207986.85691130508
1876,138856.55047323316
1546,126645.56035303745
2518,179090.3290083517
2347,146219.5694736979
783,214346.68257110548
1322,69767.90527170988
194,96803.74335498999
1770,281916.69712954847
2143,136642.85633776308
1229,196290.28577672952
511,276880.555801616
46,221159.7550337004
1348,154112.88414231487
2465,204419.1069160846
387,244437.5789701157
873,217587.59859261935
1918,123486.78335056914
2764,230927.82037906843
2184,125761.6083532326
934,135545.34586906113
1920,130172.42788171906
2631,144950.6799532354
1768,518170.4534270118
2040,109996.85496364659
1749,212697.87538248172
834,250351.54415445667
1457,218555.24730417208
79,129215.91997519454
2302,126463.72876387625
1817,152013.2415987509
2755,215335.95409615737
359,178696.81824047453
2059,112733.57858732212
2092,236805.9554875467
2516,228345.9929436124
150,119507.96255652908
1656,157135.75914069533
83,100758.79312547814
2411,178316.85818870293
795,87541.04049935643
2312,217289.92299672824
2917,92608.90750058896
1624,171743.35166621316
2215,291470.44371617306
1211,148681.2538101656
1485,156419.13335347708
1024,175524.04359956319
570,173310.17581708173
2874,135204.01185711703
700,123686.61803111713
2756,183326.12978017004
2022,160712.6947945104
583,213598.87485457558
2392,405429.6276994989
2424,187151.08191633274
212,101285.5033535461
736,136996.3810631714
1610,158852.03571643378
890,111860.34533490856
467,183730.02803689713
578,202721.99741815287
1747,186673.41443393612
1149,155183.19171643574
2758,217469.81114660445
857,159542.23536221357
2219,290971.72075780394
733,110453.20869803465
2909,107405.87428811168
1798,269257.45635492634
235,120103.98763068442
2366,118646.59890374805
1027,131789.95559516049
1195,151406.64402815557
1303,69681.43108390193
148,163799.70199018717
608,150816.22872020773
2515,197903.7176808114
821,247821.97031289485
2500,276356.20123595744
745,107091.22922480141
741,114626.42599216131
1611,115405.63516971907
2532,132030.44750270087
1081,220059.35548533263
1692,369518.3466674764
2520,188365.01699345626
276,97353.99534710174
1992,133314.30930098714
663,71945.01985907424
418,124528.91409088345
1733,201517.58213424866
2359,157308.19358451793
253,177501.39722227477
1518,181416.72370421686
2035,130059.80616173419
2919,76876.14161955116
1540,288905.4962375206
2120,154485.55539932774
1674,165073.43084701142
256,169737.6773764119
2361,110934.06971418078
978,76217.38519499975
2280,136378.47415645275
2095,203234.14364105914
1709,344052.20479421614
2801,240604.88772307706
1246,124193.56103739499
2373,100041.17218736617
1055,278882.91061544826
2017,119336.07163147748
1099,277498.2398815931
1344,109368.82037385402
835,197363.10083430263
1117,201732.81176083087
2043,99411.87448407421
2085,116172.832043464
410,137228.70339952744
2650,111870.59716316772
2867,184420.0398096195
1668,117824.83388297376
1161,175385.3856668175
2122,181930.268591381
2539,150857.59736787883
1047,139133.58959423174
1445,137056.39141827996
541,137015.53858692478
569,178402.47331164606
1276,126244.56371938103
918,159589.7539508657
326,172087.37269320982
1936,141668.90220859402
895,94103.92470841351
257,146990.7294685723
1241,175741.1234456681
1545,120223.71493864832
1189,175247.1054325274
270,145785.8110501474
2066,162928.77610279946
693,114059.81398536911
1259,131116.06052664004
2916,154381.60558582837
2321,256238.4505912459
1977,105025.02608564432
1895,144741.53786929717
1240,163351.37210857263
85,147234.07167000746
1823,114044.18073127606
825,259086.0493526031
110,230186.06889744732
697,135207.69501408914
2297,115402.10462879628
1231,140685.26115891826
1355,136120.90060205903
968,313103.5334071815
584,196109.71869674537
1315,114466.6715194434
1606,153375.9227475004
206,113000.29118727261
1685,310747.8715446666
2016,130294.53505887189
869,195847.6185760898
2135,128986.4534220086
2346,183268.55035845045
2430,224224.01335243983
2198,109628.85950853907
2652,121067.50700045431
27,119771.83148018464
241,157735.0420124456
906,138062.32385808622
1506,117169.60066579866
2098,320976.5190104882
1435,211357.40677583034
2213,132857.39245537441
1274,147489.27124211492
743,65652.51886892098
1737,178557.66267683
2797,275930.4504642423
2185,72684.94190944363
58,184428.92752348894
830,191101.35387638456
808,112873.36466565846
680,132084.2079879726
1153,116117.43341230936
1291,133634.31315878878
1818,147240.72736011574
2161,186050.4489926572
1883,121390.9406133443
350,292148.3617071151
2473,148301.06285367324
295,191624.15746014123
293,181827.6747752648
859,152672.14334023625
288,70119.78141471247
1578,170489.5739390213
102,170451.7136778772
2831,135612.13435071002
1030,151837.4093456125
2551,148724.42734765704
1286,152037.3069295913
958,287262.9372170702
776,128823.20493839095
72,220188.65788408567
2263,255736.7246133752
1866,152598.96313361017
2876,85872.04617197829
2146,233633.69869978103
103,177681.25950417068
1500,130033.35829826554
492,198641.53414808863
167,146591.90908124275
2597,116383.5811557761
2685,106802.00668624318
1035,165582.54635212367
1220,84222.19443430283
2602,151668.0685098016
2159,212241.5342229459
695,143954.24881698596
1109,257113.02345804975
640,169557.33412053811
1652,154605.28849277573
2090,201120.05144937735
1188,152760.38137621008
2345,227397.579633233
1059,380429.3122043605
2751,205993.87465156056
128,186490.53107608118
1523,203465.82066911802
2925,191537.23696563652
2145,260762.123504083
1121,223022.40265668373
566,241467.28514614553
565,276561.8382683291
1331,120618.0000966974
2928,124389.41533534459
156,156784.75440224528
797,125181.69240940941
327,86506.05039037613
2859,159699.32268193696
1453,124419.93007499816
1762,326731.90486523556
1868,186446.07359516542
1760,178758.62207974435
1113,265733.0238923098
1812,176818.57574106648
117,147913.2523987294
1142,197379.3210624345
2342,395620.348397168
927,162612.47273543675
2478,172034.2271588752
655,85179.20908958597
2064,137889.33717653793
369,274947.8491384948
2239,113712.70383095728
2732,183516.19893046035
1653,164446.6607497134
959,205146.38013314342
2395,340806.77840502956
1412,104922.5152347253
271,239168.0576540697
1484,152724.16477921663
1497,131064.25567358482
552,158970.6352828428
2,126435.54191147059
1855,240857.3940370271
4,238216.28973388323
2292,160783.99699870922
134,131692.37418969313
646,116767.50236191259
42,294200.0524020301
532,225141.5775684675
713,78076.63600349441
2561,128174.64847028542
2360,141515.63040786987
1333,128176.55050554794
1407,255804.43402281095
2892,313156.6788968305
574,214972.4929161024
1227,161930.09606662593
2591,228834.23444675104
1476,213226.6349068591
1125,260671.5536808113
1446,149071.27300507133
408,110402.22269516329
1101,310371.52040346747
2251,188570.6325811714
373,181623.4832138565
2554,140792.80858624412
2382,275347.4250187944
1985,91379.84718838778
519,245449.21775724922
1093,197152.10912053802
864,249097.35488761452
2889,150706.9100561229
2308,147811.3154116093
986,174675.62438300907
1302,143108.30472897328
585,159967.28657950004
2708,145142.9639529478
147,122668.59258430474
1441,228190.4345983481
383,202969.94548569812
285,128900.42597365579
181,103829.22238705787
358,193370.01987103157
780,152902.39910286016
258,199496.99442714677
1865,184254.6150807027
692,125196.10683282201
2902,299537.7513500708
508,245418.62764680287
2638,129794.30580446655
36,137128.42867159695
611,160938.36399922252
2281,139275.52983216225
1678,111142.22522698643
1696,374378.60448384355
1557,74803.75640871834
2180,147284.9591792644
1726,230659.12196208624
951,156961.41683210016
267,217219.76790190168
2706,131002.87758573858
2221,258903.8447423255
1357,168905.79698722233
2901,302308.23977608717
347,188537.21870667336
2164,185473.65877130575
1586,313985.9079494245
360,166674.518421718
1769,259990.89661262426
2617,142356.8847737378
1879,134557.57122466623
991,217459.6005774379
1535,115417.81987768914
1191,138701.86535712812
1579,216285.4626751546
1882,153562.8154348971
1510,123205.18679111642
2196,152803.58373563053
1845,164477.43462429236
2336,395547.3750685805
942,94067.57723338189
861,138400.05203759053
2555,114136.86551212495
1392,139744.34068327778
2099,233329.05458174896
1543,130584.49465371514
948,224832.06487777564
1239,153199.14685544153
22,198494.2189394985
2796,211196.61634294604
2747,181317.2266182539
92,313721.8000943278
210,169196.8357244863
1858,205239.26191011645
2228,154973.4656848609
447,215681.29710718038
827,226472.63676657007
1649,198815.46829682868
682,130376.9320713616
2698,103891.36343757542
494,189512.8949260205
214,62283.73421753631
2441,215191.5151710718
2679,108139.18335508744
1336,125519.30718142886
465,197419.84776986772
1524,144841.02610284454
2543,125441.00242073076
631,138832.68771710905
2452,308901.92736353015
228,153397.51873695594
126,164440.0117148019
1092,236088.81896635538
1122,204783.4778227508
932,198508.04700630117
1980,96196.66331279709
2171,110952.75189463246
551,173893.90614816057
2768,189675.98259583436
2056,106957.4344557355
1159,345443.90679485153
2645,115426.92527661154
1174,188082.3011403887
2266,235017.4315723176
2462,384547.09555160406
1219,150547.25377840936
2922,159489.15637040033
118,138856.4929538847
474,180795.5763412014
2576,140243.97423708162
872,258505.4129700915
1077,228406.37692458884
1536,143046.543778383
1150,128796.82682602103
2341,318565.34779264155
1931,149015.31789444515
2785,130122.10657833138
2538,129749.67356792111
597,195051.73000982383
464,174055.62417994312
233,216803.43802104855
2169,123830.01638062848
2123,188985.12980606806
1867,152214.58178301988
137,224032.73774537892
515,247715.39171151325
933,122906.4017094831
2784,178946.85820700406
972,154544.41096834908
599,170953.5174808717
2614,138509.95175275093
2582,142675.37348414346
1409,163188.8941912927
175,88203.46600876954
352,228430.81233360586
976,93710.48029194189
2134,208337.86569264342
984,121846.09703736045
2396,362715.2648774861
1673,157056.17841615694
404,107302.05171069484
607,159418.93785520212
814,143916.13183025742
868,190171.3651532434
2271,190969.19278195564
1633,219871.6125306741
337,155774.35322178484
2765,169929.31522471787
1746,232883.47077207934
368,289093.38685610786
2806,203294.1676845856
1662,181023.97809342312
1234,215921.77333560967
1373,121559.97299006706
1672,117646.19906346973
1939,131034.53277994423
